ANO;Índice de Desenvolvimento Humano 2010;Desigualdade de Renda;Educação Compulsória;Expectativa de Vida;Mortalidade antes dos 5 Anos;Município;Número de registros;População;Proporção de Educação Universitária;Região;Renda Per Capita;Rendimento de Trabalho;Taxa de Dependência;Unidade Federativa;Índice de Desenvolvimento Humano;Índice de Educação;Índice de Longevidade;Índice de Renda
2000;0;0,58;6,27;62,12;0,06826;Mirador;1;19480;0,4852;Nordeste;130,49;71,12;0,8317;Maranhão;0,368;0,18;0,619;0,449
2010;0,545;0,64;8,47;69,39;0,03415;Mirador;1;20418;0,3815;Nordeste;163,97;50,57;0,6735;Maranhão;0,545;0,451;0,74;0,485
1991;0;0,54;6,54;58,79;0,0989;Miranda Do Norte;1;14957;0,5328;Nordeste;129,55;87,46;0,9902;Maranhão;0,34;0,156;0,563;0,447
2000;0;0,54;7,74;62,12;0,0685;Miranda Do Norte;1;16114;0,4101;Nordeste;191,87;83,01;0,7259;Maranhão;0,471;0,33;0,619;0,511
2010;0,61;0,47;8,48;70,04;0,03187;Miranda Do Norte;1;24386;0,2792;Nordeste;245,25;73,25;0,5294;Maranhão;0,61;0,55;0,751;0,55
1991;0;0,43;5,1;55,06;0,12593;Monção;1;24670;0,5846;Nordeste;96,72;93,84;1,1014;Maranhão;0,248;0,076;0,501;0,401
2000;0;0,61;5,24;59,58;0,08148;Monção;1;26134;0,4439;Nordeste;132,84;78,78;0,9456;Maranhão;0,366;0,188;0,576;0,452
2010;0,546;0,52;8,76;67,23;0,04244;Monção;1;31663;0,3603;Nordeste;178,1;57,19;0,7291;Maranhão;0,546;0,464;0,704;0,499
1991;0;0,56;6,8;54,48;0,13044;Morros;1;13010;0,6421;Nordeste;109,19;87,63;1,2379;Maranhão;0,28;0,106;0,491;0,42
2000;0;0,63;6,07;61,64;0,07036;Morros;1;14543;0,4843;Nordeste;88,79;71,98;0,9802;Maranhão;0,4;0,27;0,611;0,387
2010;0,548;0,58;8,17;67,34;0,042;Morros;1;17756;0,4101;Nordeste;164,07;58,06;0,7482;Maranhão;0,548;0,48;0,706;0,485
1991;0;0,45;4,65;59,09;0,09687;Nova Olinda Do Maranhão;1;21044;0,5823;Nordeste;91,57;90,23;1,067;Maranhão;0,266;0,085;0,568;0,392
2000;0;0,68;4,66;62,62;0,06603;Nova Olinda Do Maranhão;1;15483;0,4731;Nordeste;139,64;61,46;0,8066;Maranhão;0,382;0,194;0,627;0,46
2010;0,581;0,47;9,59;70,32;0,0309;Nova Olinda Do Maranhão;1;19088;0,3816;Nordeste;225,16;63,31;0,6281;Maranhão;0,581;0,484;0,755;0,536
1991;0;0,48;8,71;63,97;0,06731;Paço Do Lumiar;1;44833;0,1837;Nordeste;221,24;89,41;0,8099;Maranhão;0,526;0,421;0,65;0,533
2000;0;0,53;9,61;67,74;0,04363;Paço Do Lumiar;1;76096;0,1287;Nordeste;291,12;82,49;0,5825;Maranhão;0,617;0,571;0,712;0,578
2010;0,724;0,49;9,84;72,74;0,02325;Paço Do Lumiar;1;104747;0,0737;Nordeste;444,5;82,07;0,441;Maranhão;0,724;0,739;0,796;0,646
1991;0;0,47;3,23;57,15;0,11032;Palmeirândia;1;15559;0,5783;Nordeste;62,47;82,51;1,058;Maranhão;0,253;0,092;0,536;0,33
2000;0;0,57;6,67;61,47;0,07164;Palmeirândia;1;17020;0,4382;Nordeste;104,32;67,5;0,7584;Maranhão;0,383;0,223;0,608;0,413
2010;0,556;0,57;9,49;67,9;0,03977;Palmeirândia;1;18760;0,3464;Nordeste;167,06;49,37;0,6021;Maranhão;0,556;0,492;0,715;0,488
1991;0;0,56;6,61;56,97;0,11165;Paraibano;1;15720;0,6155;Nordeste;135,3;90,87;0,9267;Maranhão;0,297;0,108;0,533;0,454
2000;0;0,61;6,8;60,01;0,07942;Paraibano;1;17747;0,479;Nordeste;183,74;79,81;0,7436;Maranhão;0,409;0,233;0,584;0,504
2010;0,58;0,54;9,2;68,37;0,03796;Paraibano;1;20066;0,4029;Nordeste;281,23;63,07;0,5869;Maranhão;0,58;0,473;0,723;0,572
1991;0;0,47;5,78;56,77;0,11304;Parnarama;1;29891;0,6943;Nordeste;75,99;87,74;1,0351;Maranhão;0,223;0,058;0,53;0,362
2000;0;0,57;5,52;62,62;0,06576;Parnarama;1;31149;0,5546;Nordeste;97,3;64,84;0,7725;Maranhão;0,352;0,174;0,627;0,401
2010;0,542;0,55;8,34;70,5;0,03027;Parnarama;1;34555;0,4598;Nordeste;183,8;55,79;0,678;Maranhão;0,542;0,416;0,758;0,504
1991;0;0,51;5,05;56,72;0,11346;Passagem Franca;1;14139;0,6053;Nordeste;102,08;84,94;0,9699;Maranhão;0,265;0,086;0,529;0,409
2000;0;0,59;5,58;61,04;0,07383;Passagem Franca;1;14771;0,5073;Nordeste;118,93;68,24;0,7743;Maranhão;0,383;0,216;0,601;0,434
2010;0,532;0,55;8,15;68,04;0,03924;Passagem Franca;1;17469;0,4504;Nordeste;210,4;53,42;0,6524;Maranhão;0,532;0,401;0,717;0,525
1991;0;0,55;6,07;61,03;0,08443;Pastos Bons;1;13449;0,5128;Nordeste;91,3;87,57;0,9373;Maranhão;0,323;0,143;0,601;0,391
2000;0;0,67;7,4;63,22;0,06332;Pastos Bons;1;15460;0,4087;Nordeste;137,62;66,19;0,7735;Maranhão;0,431;0,275;0,637;0,457
2010;0,61;0,55;10,14;70,18;0,03136;Pastos Bons;1;18033;0,3189;Nordeste;230,94;57,39;0,6368;Maranhão;0,61;0,559;0,753;0,54
1991;0;0,52;5,02;52,72;0,14476;Paulo Ramos;1;19815;0,6393;Nordeste;132,66;87,98;1,0384;Maranhão;0,241;0,067;0,462;0,451
2000;0;0,55;6,73;58,12;0,08948;Paulo Ramos;1;19337;0,5514;Nordeste;115,42;77,56;0,8373;Maranhão;0,358;0,193;0,552;0,429
2010;0,549;0,58;9,12;65,64;0,04926;Paulo Ramos;1;20016;0,4702;Nordeste;239,23;63,12;0,6742;Maranhão;0,549;0,447;0,677;0,546
1991;0;0,52;7,1;59,09;0,09688;Pedreiras;1;34725;0,4545;Nordeste;175,29;84,49;0,8498;Maranhão;0,39;0,211;0,568;0,496
2000;0;0,55;7,99;66,94;0,04655;Pedreiras;1;39623;0,3445;Nordeste;220,77;72,43;0,6356;Maranhão;0,502;0,339;0,699;0,533
2010;0,682;0,59;10,04;72,49;0,02399;Pedreiras;1;39220;0,2462;Nordeste;441,42;76,54;0,5492;Maranhão;0,682;0,621;0,792;0,644
1991;0;0,45;3,84;57,21;0,10987;Pedro Do Rosário;1;17717;0,6291;Nordeste;76,26;90,42;1,1052;Maranhão;0,212;0,049;0,537;0,362
2000;0;0,56;3,95;60,25;0,07815;Pedro Do Rosário;1;17706;0,5079;Nordeste;83,81;74,88;0,8951;Maranhão;0,316;0,143;0,588;0,377
2010;0,516;0,58;8,36;66,77;0,04434;Pedro Do Rosário;1;22574;0,3795;Nordeste;154;56,45;0,7577;Maranhão;0,516;0,415;0,696;0,475
1991;0;0,43;6,16;55,06;0,12593;Penalva;1;23802;0,5364;Nordeste;89,39;85,91;1,0294;Maranhão;0,277;0,109;0,501;0,388
2000;0;0,52;5,36;61,06;0,07349;Penalva;1;28667;0,3668;Nordeste;118,91;72,88;0,8757;Maranhão;0,381;0,212;0,601;0,434
2010;0,554;0,51;8,56;66,57;0,04519;Penalva;1;34191;0,2827;Nordeste;201,99;58,92;0,7108;Maranhão;0,554;0,472;0,693;0,519
1991;0;0,45;5,45;55,56;0,12206;Peritoró;1;17708;0,6871;Nordeste;90,18;86,97;0,9779;Maranhão;0,238;0,068;0,509;0,389
2000;0;0,63;4,95;63,4;0,06183;Peritoró;1;18011;0,553;Nordeste;119,28;63,26;0,7668;Maranhão;0,354;0,16;0,64;0,434
2010;0,564;0,6;9,24;71,44;0,02721;Peritoró;1;21190;0,4674;Nordeste;178,51;50,08;0,6782;Maranhão;0,564;0,464;0,774;0,499
1991;0;0,53;7,38;55,67;0,12122;Pindaré-Mirim;1;26728;0,4799;Nordeste;119,93;85,9;1,0201;Maranhão;0,339;0,175;0,511;0,435
2000;0;0,6;8,04;63,36;0,06203;Pindaré-Mirim;1;28987;0,3783;Nordeste;160,99;75,44;0,7635;Maranhão;0,459;0,314;0,639;0,482
2010;0,633;0,51;9,83;70,3;0,03098;Pindaré-Mirim;1;31032;0,2635;Nordeste;274,84;65,35;0,6532;Maranhão;0,633;0,592;0,755;0,568
1991;0;0,57;6,89;57,2;0,10995;Pinheiro;1;58954;0,4203;Nordeste;115,74;87,08;0,951;Maranhão;0,346;0,18;0,537;0,429
2000;0;0,57;7,48;63,22;0,06292;Pinheiro;1;68265;0,3137;Nordeste;165,07;74,59;0,7077;Maranhão;0,467;0,33;0,637;0,486
2010;0,637;0,51;9,67;71,26;0,02781;Pinheiro;1;77802;0,2318;Nordeste;292,88;68,24;0,5687;Maranhão;0,637;0,579;0,771;0,579
1991;0;0,46;5,37;54,96;0,12667;Pio Xii;1;20344;0,6318;Nordeste;97,95;83,31;1,0668;Maranhão;0,247;0,075;0,499;0,403
2000;0;0,53;4,56;60,55;0,07619;Pio Xii;1;23026;0,5249;Nordeste;117,46;71,78;0,7993;Maranhão;0,36;0,182;0,593;0,432
2010;0,541;0,53;7,93;68,64;0,03691;Pio Xii;1;22016;0,3938;Nordeste;223,37;59,16;0,6732;Maranhão;0,541;0,408;0,727;0,535
1991;0;0,41;7,46;58,54;0,10063;Pirapemas;1;18848;0,6516;Nordeste;73,68;82,38;1,0504;Maranhão;0,286;0,117;0,559;0,357
2000;0;0,53;7,44;62,05;0,06884;Pirapemas;1;15064;0,5252;Nordeste;99,32;73,04;0,8943;Maranhão;0,384;0,227;0,618;0,405
2010;0,576;0,6;9,97;69,47;0,03387;Pirapemas;1;17133;0,3954;Nordeste;181,05;55,52;0,7315;Maranhão;0,576;0,514;0,741;0,501
1991;0;0,47;5,91;57,68;0,10654;Poção De Pedras;1;27588;0,6274;Nordeste;88,23;88,98;0,9962;Maranhão;0,265;0,088;0,545;0,386
2000;0;0,53;6,76;62,05;0,06874;Poção De Pedras;1;23525;0,496;Nordeste;109,14;70,66;0,6941;Maranhão;0,396;0,24;0,618;0,42
2010;0,576;0,54;9,97;68,91;0,0359;Poção De Pedras;1;19704;0,4041;Nordeste;234,72;54,17;0,5689;Maranhão;0,576;0,481;0,732;0,543
1991;0;0,57;7,06;63,15;0,07189;Porto Franco;1;13767;0,4413;Nordeste;170,82;90,49;0,9271;Maranhão;0,34;0,126;0,636;0,492
2000;0;0,59;7,69;66,11;0,05034;Porto Franco;1;16669;0,3076;Nordeste;288,72;84,24;0,7228;Maranhão;0,504;0,324;0,685;0,576
2010;0,684;0,57;9,46;72,74;0,02325;Porto Franco;1;21396;0,2047;Nordeste;497,56;81,01;0,5626;Maranhão;0,684;0,606;0,796;0,664
1991;0;0,55;7,26;59,19;0,09101;Presidente Dutra;1;33762;0,4794;Nordeste;152,06;89,72;0,9112;Maranhão;0,373;0,193;0,57;0,473
2000;0;0,58;7,83;65,68;0,05064;Presidente Dutra;1;38778;0,386;Nordeste;230,43;83,69;0,6901;Maranhão;0,496;0,333;0,678;0,54
2010;0,653;0,56;9,53;72,3;0,02455;Presidente Dutra;1;44576;0,2836;Nordeste;398,15;75,9;0,5358;Maranhão;0,653;0,563;0,788;0,628
1991;0;0,48;2,65;57,15;0,11032;Presidente Sarney;1;13868;0,6113;Nordeste;79,01;90,7;1,0996;Maranhão;0,217;0,052;0,536;0,368
2000;0;0,48;5,47;62,62;0,0658;Presidente Sarney;1;13651;0,4735;Nordeste;103,35;75,12;0,8903;Maranhão;0,328;0,137;0,627;0,411
2010;0,557;0,51;9,5;70,13;0,03154;Presidente Sarney;1;17082;0,409;Nordeste;164,13;55,97;0,7441;Maranhão;0,557;0,472;0,752;0,486
1991;0;0,44;6,68;58,17;0,10313;Raposa;1;7812;0,4439;Nordeste;133,19;95,02;0,9636;Maranhão;0,362;0,19;0,553;0,452
2000;0;0,48;6,37;63,71;0,06068;Raposa;1;16647;0,3023;Nordeste;150,97;81,89;0,7268;Maranhão;0,44;0,28;0,645;0,472
2010;0,626;0,48;9,67;69,11;0,03517;Raposa;1;26308;0,2025;Nordeste;274;76,03;0,5606;Maranhão;0,626;0,587;0,735;0,568
1991;0;0,52;5,2;55,56;0,12206;Riachão;1;20187;0,4883;Nordeste;79,53;90,27;1,0038;Maranhão;0,231;0,066;0,509;0,369
2000;0;0,62;6,65;63,36;0,06202;Riachão;1;20822;0,417;Nordeste;147,21;66,84;0,8064;Maranhão;0,38;0,183;0,639;0,468
2010;0,576;0,6;9,4;70,43;0,03052;Riachão;1;20188;0,2608;Nordeste;281,53;58,15;0,6703;Maranhão;0,576;0,442;0,757;0,572
1991;0;0,48;8,22;58,14;0,10334;Rosário;1;32053;0,4629;Nordeste;115,49;82,96;1,0479;Maranhão;0,377;0,227;0,552;0,429
2000;0;0,6;8,25;64,15;0,05863;Rosário;1;33466;0,3341;Nordeste;139,25;71,66;0,8308;Maranhão;0,484;0,378;0,653;0,459
2010;0,632;0,51;9,84;70,11;0,03163;Rosário;1;39461;0,2436;Nordeste;271,65;68,75;0,5944;Maranhão;0,632;0,592;0,752;0,566
1991;0;0,43;6,07;57,15;0,11032;Santa Helena;1;27249;0,5467;Nordeste;106,94;88,83;1,0484;Maranhão;0,291;0,11;0,536;0,417
2000;0;0,63;5,84;62,08;0,06849;Santa Helena;1;30769;0,3771;Nordeste;167,67;82,11;0,8028;Maranhão;0,398;0,208;0,618;0,489
2010;0,571;0,5;8,53;69,73;0,03293;Santa Helena;1;39056;0,2945;Nordeste;217,94;62,57;0,6429;Maranhão;0,571;0,471;0,746;0,531
1991;0;0,55;6,85;61,58;0,08105;Santa Inês;1;60174;0,4305;Nordeste;175,98;87,24;0,8826;Maranhão;0,408;0,224;0,61;0,497
2000;0;0,58;8,22;65,68;0,05206;Santa Inês;1;66993;0,3269;Nordeste;251,04;81,91;0,6756;Maranhão;0,512;0,358;0,678;0,554
2010;0,674;0,53;10,18;72,25;0,02472;Santa Inês;1;77056;0,2284;Nordeste;411,04;76,59;0,5875;Maranhão;0,674;0,615;0,788;0,633
1991;0;0,54;5,58;59,75;0,09253;Santa Luzia Do Paruá;1;17990;0,5595;Nordeste;101,83;87,17;1,0605;Maranhão;0,288;0,101;0,579;0,409
2000;0;0,52;5,8;64,15;0,05879;Santa Luzia Do Paruá;1;19839;0,467;Nordeste;117,15;73,11;0,8313;Maranhão;0,395;0,219;0,653;0,431
2010;0,599;0,52;9,14;68,4;0,03784;Santa Luzia Do Paruá;1;22618;0,3255;Nordeste;301,39;71,95;0,6193;Maranhão;0,599;0,51;0,723;0,583
1991;0;0,49;6;56,96;0,11172;Santa Quitéria Do Maranhão;1;19118;0,656;Nordeste;94,95;89,68;1,0802;Maranhão;0,283;0,107;0,533;0,398
2000;0;0,59;5,29;62,85;0,06467;Santa Quitéria Do Maranhão;1;25013;0,4921;Nordeste;124,5;73,89;0,8912;Maranhão;0,383;0,202;0,631;0,441
2010;0,555;0,51;8,34;70,61;0,0299;Santa Quitéria Do Maranhão;1;29163;0,427;Nordeste;168,77;55,01;0,7258;Maranhão;0,555;0,458;0,76;0,49
1991;0;0,42;6,18;59,24;0,09071;São Benedito Do Rio Preto;1;14999;0,5826;Nordeste;54,62;87,56;1,1379;Maranhão;0,272;0,114;0,571;0,309
2000;0;0,66;7,02;62,12;0,06693;São Benedito Do Rio Preto;1;16271;0,518;Nordeste;76,86;58,85;0,9539;Maranhão;0,368;0,222;0,619;0,364
2010;0,541;0,62;8,91;69,95;0,03216;São Benedito Do Rio Preto;1;17773;0,409;Nordeste;147,34;46,85;0,8172;Maranhão;0,541;0,452;0,749;0,468
1991;0;0,51;4,98;54,95;0,12677;São Bernardo;1;18502;0,6765;Nordeste;87,99;86,7;1,0807;Maranhão;0,222;0,057;0,499;0,385
2000;0;0,62;5,76;62,48;0,06622;São Bernardo;1;22496;0,4942;Nordeste;95;58,19;0,8606;Maranhão;0,374;0,211;0,625;0,398
2010;0,572;0,59;8,96;70,7;0,02962;São Bernardo;1;26446;0,3835;Nordeste;196,57;60,41;0,6723;Maranhão;0,572;0,479;0,762;0,514
1991;0;0,52;5,56;54,2;0,13269;São Domingos Do Maranhão;1;26306;0,5893;Nordeste;107,03;90,54;0,9846;Maranhão;0,283;0,112;0,487;0,417
2000;0;0,55;6,76;59,63;0,08107;São Domingos Do Maranhão;1;30703;0,466;Nordeste;178,55;77,9;0,7559;Maranhão;0,394;0,212;0,577;0,499
2010;0,582;0,6;9,6;67,76;0,0403;São Domingos Do Maranhão;1;33551;0,3633;Nordeste;243,74;62,04;0,6262;Maranhão;0,582;0,504;0,713;0,549
1991;0;0,42;4,63;54,02;0,13407;São João Do Soter;1;14878;0,7494;Nordeste;75,64;86,52;1,0251;Maranhão;0,205;0,049;0,484;0,361
2000;0;0,52;5,56;60,01;0,07898;São João Do Soter;1;14879;0,5994;Nordeste;99,24;65,72;0,7951;Maranhão;0,334;0,158;0,584;0,405
2010;0,517;0,52;8,72;67,63;0,04082;São João Do Soter;1;17238;0,5091;Nordeste;165,1;49,63;0,7715;Maranhão;0,517;0,401;0,711;0,486
1991;0;0,51;6,9;56,68;0,11372;São João Dos Patos;1;21268;0,4725;Nordeste;129,75;85,28;0,8062;Maranhão;0,347;0,176;0,528;0,448
2000;0;0,6;8,08;63,22;0,06286;São João Dos Patos;1;22990;0,35;Nordeste;198,85;68,57;0,6844;Maranhão;0,478;0,332;0,637;0,516
2010;0,615;0,56;8,79;68,55;0,03724;São João Dos Patos;1;24823;0,3067;Nordeste;362,47;63,95;0,5705;Maranhão;0,615;0,522;0,726;0,613
1991;0;0,53;7,86;58,17;0,10313;São José De Ribamar;1;74681;0,2648;Nordeste;170,84;85,03;0,8865;Maranhão;0,431;0,295;0,553;0,492
2000;0;0,59;8,75;65,68;0,05177;São José De Ribamar;1;117856;0,1611;Nordeste;273,81;80,22;0,6395;Maranhão;0,572;0,486;0,678;0,568
2010;0,708;0,51;10,21;72,38;0,0223;São José De Ribamar;1;162644;0,0888;Nordeste;435,4;82,42;0,4664;Maranhão;0,708;0,7;0,79;0,642
1991;0;0,61;8,63;65,18;0,06445;São Luís;1;675136;0,1395;Nordeste;371,59;84,8;0,6796;Maranhão;0,562;0,43;0,67;0,617
2000;0;0,65;9,59;69,19;0,03587;São Luís;1;841937;0,0967;Nordeste;502,14;77,2;0,5205;Maranhão;0,658;0,582;0,737;0,665
2010;0,768;0,61;9,84;73,76;0,01976;São Luís;1;1005101;0,0592;Nordeste;805,36;77,55;0,4067;Maranhão;0,768;0,752;0,813;0,741
1991;0;0,42;4,96;57,08;0,11087;São Luís Gonzaga Do Maranhão;1;25610;0,6472;Nordeste;120,43;91,45;0,9611;Maranhão;0,25;0,067;0,535;0,436
2000;0;0,55;4,98;60,55;0,07651;São Luís Gonzaga Do Maranhão;1;22981;0,5149;Nordeste;98,14;64,43;0,741;Maranhão;0,336;0,159;0,593;0,403
2010;0,54;0,55;8,56;67,94;0,03962;São Luís Gonzaga Do Maranhão;1;20153;0,4529;Nordeste;182,83;52,18;0,6464;Maranhão;0,54;0,438;0,716;0,503
1991;0;0,44;6,24;55,66;0,12135;São Mateus Do Maranhão;1;29562;0,5964;Nordeste;105,45;86,39;0,9685;Maranhão;0,285;0,11;0,511;0,414
2000;0;0,59;6,78;60,09;0,07874;São Mateus Do Maranhão;1;34686;0,466;Nordeste;157,35;71,1;0,7857;Maranhão;0,388;0,209;0,585;0,479
2010;0,616;0,68;9,58;68,37;0,03796;São Mateus Do Maranhão;1;39035;0,4058;Nordeste;396,29;73,49;0,6465;Maranhão;0,616;0,515;0,723;0,627
1991;0;0,62;6,49;58,4;0,10158;São Raimundo Das Mangabeiras;1;14137;0,4676;Nordeste;119,39;84,48;0,9545;Maranhão;0,31;0,123;0,557;0,434
2000;0;0,73;6,53;62,01;0,06901;São Raimundo Das Mangabeiras;1;14752;0,3591;Nordeste;211,4;74,03;0,8445;Maranhão;0,451;0,283;0,617;0,526
2010;0,61;0,55;9,38;69,96;0,03215;São Raimundo Das Mangabeiras;1;17438;0,2762;Nordeste;301,25;66,27;0,6381;Maranhão;0,61;0,521;0,749;0,583
1991;0;0,47;4,71;57,37;0,10875;Senador La Rocque;1;19448;0,6507;Nordeste;90,4;89,95;1,034;Maranhão;0,219;0,05;0,54;0,39
2000;0;0,51;6,84;61,55;0,07124;Senador La Rocque;1;18988;0,5138;Nordeste;130,99;74,25;0,7851;Maranhão;0,392;0,22;0,609;0,449
2010;0,602;0,53;9,03;69,6;0,0334;Senador La Rocque;1;17807;0,3816;Nordeste;277,19;65,73;0,6934;Maranhão;0,602;0,515;0,743;0,57
1991;0;0,6;6,45;61,44;0,0819;Sítio Novo;1;13653;0,4539;Nordeste;82,33;96,46;1,0363;Maranhão;0,286;0,103;0,607;0,375
2000;0;0,58;6,03;63,4;0,06247;Sítio Novo;1;15076;0,3453;Nordeste;148,87;62,43;0,8369;Maranhão;0,376;0,177;0,64;0,47
2010;0,564;0,59;7,92;71,41;0,0273;Sítio Novo;1;16936;0,2699;Nordeste;190,06;54,45;0,6188;Maranhão;0,564;0,456;0,774;0,509
1991;0;0,46;6,98;57,5;0,10782;Timbiras;1;22912;0,7373;Nordeste;78,98;88,36;1,0445;Maranhão;0,241;0,07;0,542;0,368
2000;0;0,61;5,61;61,35;0,07229;Timbiras;1;26248;0,5781;Nordeste;100,08;58,01;0,8562;Maranhão;0,344;0,166;0,606;0,406
2010;0,537;0,62;8,57;68,78;0,03638;Timbiras;1;27988;0,4879;Nordeste;177,46;54,55;0,6748;Maranhão;0,537;0,427;0,73;0,498
1991;0;0,49;6,21;60,57;0,08728;Timon;1;106768;0,4419;Nordeste;149,22;85,25;0,8632;Maranhão;0,362;0,17;0,593;0,47
2000;0;0,52;7,53;64,35;0,05791;Timon;1;129226;0,3277;Nordeste;205,21;75,46;0,6596;Maranhão;0,479;0,322;0,656;0,521
2010;0,649;0,5;9,46;71,09;0,02835;Timon;1;154985;0,224;Nordeste;365,26;73,15;0,5369;Maranhão;0,649;0,579;0,768;0,614
1991;0;0,49;7,09;57,08;0,11087;Trizidela Do Vale;1;15594;0,5525;Nordeste;136,15;86;0,8962;Maranhão;0,328;0,145;0,535;0,455
2000;0;0,44;7,57;62,31;0,06733;Trizidela Do Vale;1;16247;0,4119;Nordeste;163,22;69,53;0,674;Maranhão;0,434;0,271;0,622;0,485
2010;0,606;0,46;9,69;69,29;0,0345;Trizidela Do Vale;1;18909;0,3161;Nordeste;269,74;65,88;0,579;Maranhão;0,606;0,534;0,738;0,565
1991;0;0,52;4,62;54,29;0,13197;Tuntum;1;31324;0,5887;Nordeste;97,69;94,86;0,9945;Maranhão;0,254;0,084;0,488;0,402
2000;0;0,57;6,36;61,19;0,07267;Tuntum;1;32713;0,4665;Nordeste;128,73;71,59;0,7621;Maranhão;0,387;0,216;0,603;0,446
2010;0,572;0,57;9,06;68,57;0,03717;Tuntum;1;39123;0,3831;Nordeste;221,27;60,09;0,6248;Maranhão;0,572;0,483;0,726;0,534
1991;0;0,52;5,26;57,05;0,11105;Turiaçu;1;29096;0,5717;Nordeste;102,92;91,45;1,138;Maranhão;0,24;0,063;0,534;0,411
2000;0;0,57;4,88;63,89;0,0597;Turiaçu;1;31207;0,4031;Nordeste;104,88;76,2;0,9323;Maranhão;0,329;0,133;0,648;0,414
2010;0,561;0,59;8,65;71,54;0,02691;Turiaçu;1;33767;0,3237;Nordeste;171,5;56,86;0,7374;Maranhão;0,561;0,461;0,776;0,493
1991;0;0,49;4,55;57,05;0,11105;Turilândia;1;12325;0,7026;Nordeste;100,51;89,64;1,1228;Maranhão;0,221;0,05;0,534;0,407
2000;0;0,6;4,74;63,89;0,0597;Turilândia;1;17165;0,5232;Nordeste;97,14;67,16;0,7736;Maranhão;0,322;0,129;0,648;0,401
2010;0,536;0,52;7,09;71,45;0,02717;Turilândia;1;22742;0,3974;Nordeste;174,09;64,53;0,724;Maranhão;0,536;0,402;0,774;0,495
1991;0;0,51;5,14;52,95;0,14278;Tutóia;1;33555;0,6179;Nordeste;87,2;79,66;1,1311;Maranhão;0,236;0,073;0,466;0,384
2000;0;0,6;4,8;61,19;0,07247;Tutóia;1;40534;0,504;Nordeste;113,85;58,95;0,9277;Maranhão;0,343;0,157;0,603;0,427
2010;0,561;0,56;9,02;68,33;0,03809;Tutóia;1;52580;0,39;Nordeste;235,35;58,26;0,6928;Maranhão;0,561;0,451;0,722;0,543
1991;0;0,5;6,01;56,65;0,11393;Urbano Santos;1;16271;0,6253;Nordeste;92,68;89,04;1,0855;Maranhão;0,299;0,129;0,528;0,394
2000;0;0,68;6,39;63,19;0,06298;Urbano Santos;1;17379;0,4926;Nordeste;94,53;61,42;0,9374;Maranhão;0,379;0,216;0,637;0,397
2010;0,588;0,6;9,71;71,21;0,02796;Urbano Santos;1;24538;0,4123;Nordeste;186,07;64,91;0,7523;Maranhão;0,588;0,522;0,77;0,506
1991;0;0,5;6,29;57,47;0,10802;Vargem Grande;1;32820;0,6729;Nordeste;75,11;88,92;1,0172;Maranhão;0,276;0,108;0,541;0,36
2000;0;0,51;5,54;63,19;0,06307;Vargem Grande;1;34543;0,567;Nordeste;100,86;68,01;0,8875;Maranhão;0,363;0,185;0,637;0,407
2010;0,542;0,59;7,77;71,1;0,02829;Vargem Grande;1;49289;0,4256;Nordeste;165,37;58,69;0,6855;Maranhão;0,542;0,425;0,768;0,487
1991;0;0,49;7,23;60,24;0,08936;Vitória Do Mearim;1;21413;0,5471;Nordeste;95,78;88,02;1,0132;Maranhão;0,322;0,142;0,587;0,399
2000;0;0,57;7,03;62,31;0,0677;Vitória Do Mearim;1;27965;0,4;Nordeste;168,02;79,13;0,814;Maranhão;0,438;0,276;0,622;0,489
2010;0,596;0,56;10,22;68,97;0,0357;Vitória Do Mearim;1;31066;0,3333;Nordeste;230,76;61,24;0,6494;Maranhão;0,596;0,534;0,733;0,54
1991;0;0,61;6,02;55,67;0,12122;Vitorino Freire;1;31405;0,5944;Nordeste;134,01;91,62;0,9189;Maranhão;0,292;0,108;0,511;0,453
2000;0;0,57;6,55;61,35;0,07204;Vitorino Freire;1;29582;0,4976;Nordeste;162,31;74;0,7399;Maranhão;0,412;0,238;0,606;0,484
2010;0,57;0,57;9,57;66,26;0,04651;Vitorino Freire;1;31498;0,4171;Nordeste;265,69;61,79;0,6375;Maranhão;0,57;0,477;0,688;0,563
1991;0;0,49;6,65;58,96;0,09777;Zé Doca;1;36824;0,5148;Nordeste;120,36;89,63;0,9887;Maranhão;0,322;0,135;0,566;0,436
2000;0;0,55;5,91;62,31;0,06755;Zé Doca;1;44612;0,4529;Nordeste;153,7;80,06;0,7747;Maranhão;0,421;0,253;0,622;0,475
2010;0,595;0,52;9,59;69,7;0,03305;Zé Doca;1;50075;0,3137;Nordeste;259,21;66,68;0,6372;Maranhão;0,595;0,505;0,745;0,559
1991;0;0,6;5,58;62,48;0,07339;Alagoa Grande;1;30011;0,6425;Nordeste;146;83,01;0,935;Paraíba;0,322;0,114;0,625;0,467
2000;0;0,55;6,03;66,03;0,05018;Alagoa Grande;1;29101;0,5392;Nordeste;184,01;59,34;0,7684;Paraíba;0,426;0,224;0,684;0,504
2010;0,582;0,53;7,78;72,83;0,02107;Alagoa Grande;1;28432;0,4382;Nordeste;287,94;54,12;0,6105;Paraíba;0,582;0,43;0,797;0,576
1991;0;0,52;4,71;56,02;0,11302;Alagoa Nova;1;15527;0,5728;Nordeste;101,82;82,58;0,9645;Paraíba;0,306;0,136;0,517;0,409
